,Close,Contract,Year,ContractSymbol_x,ContractSymbol1,ContractSymbol_y,Expiration,SettlementPrice,DaysToExpiry,Close_next
25/05/2016,16.2,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,21,
26/05/2016,15.85,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,20,
27/05/2016,15.4,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,19,
31/05/2016,15.3,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,15,
01/06/2016,15.3,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,14,
02/06/2016,14.85,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,13,
03/06/2016,14.75,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,12,
06/06/2016,14.5,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,9,
07/06/2016,14.75,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,8,
08/06/2016,15,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,7,
09/06/2016,15.49,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,6,
10/06/2016,17.5,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,5,
13/06/2016,21.35,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,2,
14/06/2016,20.55,CFE_VX_M6,2016,VX/M6,VX/M6_2016,VX/M6_2016,15/06/2016,20.44,1,20.85
15/06/2016,20.57,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,35,
16/06/2016,20.05,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,34,
17/06/2016,20.1,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,33,
20/06/2016,18.5,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,30,
21/06/2016,18.7,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,29,
22/06/2016,19.45,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,28,
23/06/2016,16.7,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,27,
24/06/2016,22.7,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,26,
27/06/2016,23.7,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,23,
28/06/2016,18.9,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,22,
29/06/2016,17.48,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,21,
30/06/2016,16.98,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,20,
01/07/2016,16.8,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,19,
05/07/2016,16.85,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,15,
06/07/2016,16.15,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,14,
07/07/2016,15.95,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,13,
08/07/2016,14.8,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,12,
11/07/2016,14.65,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,9,
12/07/2016,14.3,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,8,
13/07/2016,14.2,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,7,
14/07/2016,14.05,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,6,
15/07/2016,13.85,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,5,
18/07/2016,13.15,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,2,
19/07/2016,12.2,CFE_VX_N6,2016,VX/N6,VX/N6_2016,VX/N6_2016,20/07/2016,11.62,1,15.65
20/07/2016,15.48,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,28,
21/07/2016,15.85,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,27,
22/07/2016,15.4,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,26,
25/07/2016,15.35,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,23,
26/07/2016,15.2,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,22,
27/07/2016,14.8,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,21,
28/07/2016,14.4,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,20,
29/07/2016,13.85,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,19,
01/08/2016,13.65,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,16,
02/08/2016,14.25,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,15,
03/08/2016,13.83,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,14,
04/08/2016,13.45,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,13,
05/08/2016,12.9,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,12,
08/08/2016,12.5,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,9,
09/08/2016,12.4,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,8,
10/08/2016,12.9,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,7,
11/08/2016,12.65,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,6,
12/08/2016,12.35,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,5,
15/08/2016,12.25,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,2,
16/08/2016,12.85,CFE_VX_Q6,2016,VX/Q6,VX/Q6_2016,VX/Q6_2016,17/08/2016,12.8,1,15.35
17/08/2016,14.8,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,35,
18/08/2016,14.55,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,34,
19/08/2016,14.7,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,33,
22/08/2016,14.74,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,30,
23/08/2016,14.7,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,29,
24/08/2016,15.14,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,28,
25/08/2016,14.95,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,27,
26/08/2016,15.15,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,26,
29/08/2016,14.7,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,23,
30/08/2016,14.55,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,22,
31/08/2016,14.6,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,21,
01/09/2016,14.6,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,20,
02/09/2016,13.95,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,19,
06/09/2016,13.35,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,15,
07/09/2016,13.24,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,14,
08/09/2016,13.39,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,13,
09/09/2016,16.46,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,12,
12/09/2016,15.35,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,9,
13/09/2016,17.76,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,8,
14/09/2016,18.38,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,7,
15/09/2016,17.07,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,6,
16/09/2016,16,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,5,
19/09/2016,15.65,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,2,
20/09/2016,15.9,CFE_VX_U6,2016,VX/U6,VX/U6_2016,VX/U6_2016,21/09/2016,14.92,1,17.42
21/09/2016,16.08,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,28,
22/09/2016,15.3,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,27,
23/09/2016,15.55,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,26,
26/09/2016,16.28,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,23,
27/09/2016,15.53,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,22,
28/09/2016,15.25,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,21,
29/09/2016,15.94,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,20,
30/09/2016,15.8,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,19,
03/10/2016,15.49,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,16,
04/10/2016,15.34,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,15,
05/10/2016,15.15,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,14,
06/10/2016,15,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,13,
07/10/2016,15.35,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,12,
10/10/2016,14.69,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,9,
11/10/2016,15.8,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,8,
12/10/2016,16.35,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,7,
13/10/2016,17.03,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,6,
14/10/2016,16.65,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,5,
17/10/2016,16.55,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,2,
18/10/2016,15.74,CFE_VX_V6,2016,VX/V6,VX/V6_2016,VX/V6_2016,19/10/2016,14.56,1,16.65
19/10/2016,16.08,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,28,
20/10/2016,15.8,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,27,
21/10/2016,15.58,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,26,
24/10/2016,14.95,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,23,
25/10/2016,15.25,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,22,
26/10/2016,15.65,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,21,
27/10/2016,16.09,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,20,
28/10/2016,16.65,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,19,
31/10/2016,17.25,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,16,
01/11/2016,17.85,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,15,
02/11/2016,18.55,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,14,
03/11/2016,19.8,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,13,
04/11/2016,19.32,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,12,
07/11/2016,16.02,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,9,
08/11/2016,16,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,8,
09/11/2016,14.87,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,7,
10/11/2016,15.33,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,6,
11/11/2016,14.9,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,5,
14/11/2016,14.5,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,2,
15/11/2016,13.2,CFE_VX_X6,2016,VX/X6,VX/X6_2016,VX/X6_2016,16/11/2016,14.76,1,15.3
16/11/2016,15.6,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,35,
17/11/2016,15.03,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,34,
18/11/2016,14.95,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,33,
21/11/2016,14.45,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,30,
22/11/2016,14.45,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,29,
23/11/2016,14.45,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,28,
25/11/2016,14.31,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,26,
28/11/2016,14.44,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,23,
29/11/2016,14.3,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,22,
30/11/2016,14.51,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,21,
01/12/2016,15.05,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,20,
02/12/2016,15.09,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,19,
05/12/2016,13.5,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,16,
06/12/2016,13.1,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,15,
07/12/2016,13.3,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,14,
08/12/2016,13.43,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,13,
09/12/2016,13.05,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,12,
12/12/2016,13.45,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,9,
13/12/2016,13.3,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,8,
14/12/2016,13.43,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,7,
15/12/2016,13.02,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,6,
16/12/2016,12.74,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,5,
19/12/2016,12.15,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,2,
20/12/2016,11.55,CFE_VX_Z6,2016,VX/Z6,VX/Z6_2016,VX/Z6_2016,21/12/2016,11.15,1,14.24
21/12/2016,14.05,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,28,
22/12/2016,14.28,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,27,
23/12/2016,14.29,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,26,
27/12/2016,14,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,22,
28/12/2016,14.63,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,21,
29/12/2016,14.84,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,20,
30/12/2016,15.1,CFE_VX_F7,2016,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,19,
03/01/2017,13.79,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,15,
04/01/2017,13.19,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,14,
05/01/2017,13.05,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,13,
06/01/2017,12.9,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,12,
09/01/2017,12.95,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,9,
10/01/2017,12.9,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,8,
11/01/2017,12.55,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,7,
12/01/2017,12.5,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,6,
13/01/2017,12.2,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,5,
17/01/2017,12.2,CFE_VX_F7,2017,VX/F7,VX/F7_2017,VX/F7_2017,18/01/2017,12.52,1,14.2
18/01/2017,14.2,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,28,
19/01/2017,14.25,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,27,
20/01/2017,13.82,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,26,
23/01/2017,13.55,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,23,
24/01/2017,13.03,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,22,
25/01/2017,12.75,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,21,
26/01/2017,12.7,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,20,
27/01/2017,12.55,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,19,
30/01/2017,12.9,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,16,
31/01/2017,12.95,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,15,
01/02/2017,12.68,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,14,
02/02/2017,12.92,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,13,
03/02/2017,12.47,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,12,
06/02/2017,12.49,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,9,
07/02/2017,12.6,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,8,
08/02/2017,12.6,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,7,
09/02/2017,12.05,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,6,
10/02/2017,11.73,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,5,
13/02/2017,11.4,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,2,
14/02/2017,11.1,CFE_VX_G7,2017,VX/G7,VX/G7_2017,VX/G7_2017,15/02/2017,12.26,1,12.3
15/02/2017,12.85,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,35,
16/02/2017,12.96,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,34,
17/02/2017,13.25,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,33,
21/02/2017,13.2,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,29,
22/02/2017,13.21,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,28,
23/02/2017,13.52,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,27,
24/02/2017,13.35,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,26,
27/02/2017,13.3,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,23,
28/02/2017,13.51,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,22,
01/03/2017,13.28,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,21,
02/03/2017,13.25,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,20,
03/03/2017,12.85,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,19,
06/03/2017,12.65,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,16,
07/03/2017,12.64,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,15,
08/03/2017,12.67,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,14,
09/03/2017,12.8,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,13,
10/03/2017,12.55,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,12,
13/03/2017,12.13,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,9,
14/03/2017,12.63,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,8,
15/03/2017,12.29,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,7,
16/03/2017,11.91,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,6,
17/03/2017,11.75,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,5,
20/03/2017,11.63,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,2,
21/03/2017,12.18,CFE_VX_H7,2017,VX/H7,VX/H7_2017,VX/H7_2017,22/03/2017,12.74,1,13.77
22/03/2017,13.92,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,28,
23/03/2017,14.3,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,27,
24/03/2017,13.95,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,26,
27/03/2017,13.6,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,23,
28/03/2017,12.92,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,22,
29/03/2017,12.94,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,21,
30/03/2017,12.82,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,20,
31/03/2017,13.28,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,19,
03/04/2017,13.48,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,16,
04/04/2017,13.24,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,15,
05/04/2017,13.9,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,14,
06/04/2017,13.6,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,13,
07/04/2017,14.05,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,12,
10/04/2017,15.05,CFE_VX_J7,2017,VX/J7,VX/J7_2017,VX/J7_2017,19/04/2017,14.37,9,
